name,Buy-,Sell+,color 1,color 2,size,Miles_Price,source,seasonal_Availability,mannequin_Piece,style,type,villager_Equippable,catalog,filename,unique_Entry_ID
open-collar shirt,960,240,Beige,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLOpencollar3,8523,8yZjHsbkDXEBC97kq
oversized shawl overshirt,1120,280,Brown,Brown,1,640,Able Sisters,Summer,Yes,Cool,Yes,For sale,TopsTexTopYshirtsHBigstole0,4154,3TXZ9wdutCXoteKpN
oversized shawl overshirt,1120,280,Pink,Gray,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopYshirtsHBigstole1,8427,JEEdFjyFTGRXuwXqn
oversized shawl overshirt,1120,280,Gray,Black,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopYshirtsHBigstole2,8428,QKmPfqRk5kdzmjx3d
parka undercoat,2320,580,Blue,Gray,1,640,Able Sisters,Winter,Yes,Cool,Yes,For sale,TopsTexTopCoatLInparker0,4420,Cfn48ASNWbS3aj2Jp
parka undercoat,2320,580,Light blue,Gray,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopCoatLInparker1,8444,Zi8f2uZbYu7BhMpFv
parka undercoat,2320,580,Black,White,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopCoatLInparker2,8445,u9ARCXNAMgkXzLZhH
parka undercoat,2320,580,Green,Black,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopCoatLInparker3,8446,kS3z9musSgSF9GPDP
parka undercoat,2320,580,Gray,Black,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopCoatLInparker4,8447,NBFRv52zvgtWvBc6a
parka undercoat,2320,580,Yellow,Black,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopCoatLInparker5,8448,5599XpSyKGNboqyk7
patchwork coat,2380,595,Brown,Orange,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPatchwork0,4605,nwcA4jZ8WJmhpN2r4
patchwork coat,2380,595,Green,Black,1,640,Able Sisters,Winter,Yes,Cute,Yes,For sale,TopsTexTopCoatLPatchwork1,8462,3bdEH7ed7vajhbk38
patchwork coat,2380,595,Gray,Black,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPatchwork2,8463,vGGa7mDovA2vs6SLM
peacoat,1960,490,Beige,Beige,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLDuffleBeige,4173,Giz5yd2diYYcxznBZ
peacoat,1960,490,Gray,Gray,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLDuffleGray,4174,aLPjwntzLeK6gMoHe
peacoat,1960,490,Blue,Blue,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLDuffleNavy,2782,3tGQGwQ7vjAix9afJ
peacoat,1960,490,Red,Red,1,640,Able Sisters,Winter,Yes,Simple,Yes,For sale,TopsTexTopCoatLDuffleRed,4172,X7PdAEz4tqocA53Gn
peasant blouse,1680,420,White,Blue,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopTshirtsLPeasant0,4247,sAWq4TmBopQqXpMtt
peasant blouse,1680,420,Black,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopTshirtsLPeasant1,8582,5peaYRWDcAeAAWEzt
peasant blouse,1680,420,Beige,Green,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopTshirtsLPeasant2,8583,K7vYREGMhqQAr9amx
peasant blouse,1680,420,Pink,Orange,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopTshirtsLPeasant3,8584,amfrhGjKTbGmSJA3v
peasant blouse,1680,420,Purple,Pink,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopTshirtsLPeasant4,8585,h6KF3N5i5WhfNHCSJ
pineapple aloha shirt,960,240,Blue,Light blue,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHAloha0,3237,wqmMEPowc8nPrQQWg
pineapple aloha shirt,960,240,Red,Yellow,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHAloha1,6819,J3axASMoFxGSAWeyx
pineapple aloha shirt,960,240,Yellow,Light blue,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHAloha2,6820,r8BKui2wQmBFdf4pA
pineapple aloha shirt,960,240,Green,Yellow,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHAloha3,6821,adADoFnt3rkf9vW3e
pineapple aloha shirt,960,240,Purple,Light blue,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHAloha4,9772,iCY6jQwQ6KeYA2Hpy
pineapple aloha shirt,960,240,Pink,Orange,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHAloha5,9773,PT8eudmKHSS8J2QeR
pineapple aloha shirt,960,240,Orange,Yellow,1,640,Able Sisters,Summer,Yes,Active,Yes,For sale,TopsTexTopYshirtsHAloha6,9774,73d6dFrqPLbmnNWyj
plaid puffed-sleeve shirt,1200,300,Light blue,Red,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopPuffHPlaid0,9827,ReaSZN5ybekKqA7vX
plaid puffed-sleeve shirt,1200,300,Orange,Light blue,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopPuffHPlaid1,12083,BcpPecAjux3ptAGiX
plaid puffed-sleeve shirt,1200,300,Purple,Blue,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopPuffHPlaid2,12084,d8irdzPcagbwcKsae
plaid puffed-sleeve shirt,1200,300,Green,Brown,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopPuffHPlaid3,12085,fJmQkeYZpr9vDuTDL
pleather trench coat,1680,420,Black,Black,1,640,Able Sisters,Winter,No,Elegant,Yes,For sale,TopsTexTopCoatLLeathertrench0,4565,KewnJf7bHok3mWcwq
pleather trench coat,1680,420,Purple,Black,1,640,Able Sisters,Winter,No,Elegant,Yes,For sale,TopsTexTopCoatLLeathertrench1,9304,PifH52GaQrrW6mncf
pleather trench coat,1680,420,Brown,Black,1,640,Able Sisters,Winter,No,Elegant,Yes,For sale,TopsTexTopCoatLLeathertrench2,9305,bsvkFBG7a6M3Mmjkp
plover cardigan,1440,360,Red,Beige,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopTshirtsLChidori0,4289,MqsdeJxdddrEeh3E4
plover cardigan,1440,360,Black,Beige,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopTshirtsLChidori1,8020,hXdqDyMqX4SjvBXQW
plover cardigan,1440,360,Green,Beige,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopTshirtsLChidori2,8021,7Jf7TzZRjtXCedZdM
plushie-muffler coat,1960,490,Light blue,Orange,1,640,Able Sisters,Winter,Yes,Cute,Yes,For sale,TopsTexTopCoatLDoll0,10909,36boMFqRb52J3RbG8
plushie-muffler coat,1960,490,Black,Pink,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLDoll1,12020,2WcKw4ra44ue3Tz8Y
plushie-muffler coat,1960,490,Brown,Gray,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLDoll2,12035,mTBrCjdJQu2Xo9ECu
pocket tee,560,140,White,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts0,4291,QQAFQmvjB44SjpZGx
pocket tee,560,140,Black,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts1,8349,kmr5pk9wTTFnKPGY8
pocket tee,560,140,Purple,Purple,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts2,8350,XTmK9havPv5LufhpS
pocket tee,560,140,Light blue,Light blue,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts3,8351,Zp5A4P9rvJhCtsSXa
pocket tee,560,140,Brown,Brown,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts4,8352,PKg8qTc4dXxG5H7wJ
pocket tee,560,140,Orange,Orange,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts5,8353,6CPhsvFedH2p8e7RB
pocket tee,560,140,Red,Red,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts6,8354,95aip4J493rBgMdFm
pocket tee,560,140,Green,Green,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsHPocketshirts7,8355,vMhZ2SgqzQqALQCqG
polo shirt,720,180,Blue,Blue,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo0,3172,aXJRmsG7vX6gQTQKT
polo shirt,720,180,Pink,Pink,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo1,8537,e3fhP9DJnBfzhzvp3
polo shirt,720,180,Red,Red,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo2,8538,rLuAkDpQvwdZEXLfd
polo shirt,720,180,Orange,Orange,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo3,8539,nWmiLrch4a6Y4SvFd
polo shirt,720,180,Green,Green,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo4,8540,MncZvurLPANSS5zXW
polo shirt,720,180,Yellow,Yellow,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo5,8541,cgbq8e6mR6Fkw5Tth
polo shirt,720,180,White,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo6,8542,6JwPnjGsgesnuMTqg
polo shirt,720,180,Black,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopYshirtsHPolo7,8543,8kJuqCFWA8kFoPPH8
pom-pom sweater,1440,360,Pink,White,1,640,Able Sisters,Winter,Yes,Cute,Yes,For sale,TopsTexTopOuterLBobble0,4766,PCdRMCmGEuD2vzkLu
pom-pom sweater,1440,360,White,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLBobble1,8008,T2xftuY9mWk964vyM
pom-pom sweater,1440,360,Light blue,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLBobble2,8009,Ao9kHgyeJMSmm8jBZ
poncho coat,2320,580,Red,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPompom0,4368,jzC7zwDkeDoG5r86N
poncho coat,2320,580,Yellow,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPompom1,8474,bgtMFZXAzxRCTfn3s
poncho coat,2320,580,Pink,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPompom2,8475,AmN6LhAXHxmuxEBFu
poncho coat,2320,580,Blue,Black,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPompom3,8476,Quwqk5ggDgpKgjJyT
poncho-style sweater,1500,375,Purple,Red,1,640,Able Sisters,All Year,Yes,Elegant,Yes,For sale,TopsTexTopCoatLPoncho0,4661,MHD4iwXXktfkmB3hK
poncho-style sweater,1500,375,Blue,Purple,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPoncho1,7858,suGrhCoM7Yu9bjSPq
poncho-style sweater,1500,375,Orange,Brown,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPoncho2,7859,uXWv6sNMdhrzKRnWa
poncho-style sweater,1500,375,Blue,Green,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPoncho3,7860,XEBPh6Cin4g9DtSFt
poncho-style sweater,1500,375,Gray,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPoncho4,7861,uYGhGRCbymGGSyqGJ
prince's tunic,4800,1200,Blue,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPrince0,4433,aQWEZJdAx6J5e5uSi
prince's tunic,4800,1200,Beige,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPrince1,8242,bsy8ohY5dozQeD9BR
prince's tunic,4800,1200,Green,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPrince2,8243,62WFtzxN2gSscQab5
prince's tunic,4800,1200,Red,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPrince3,8244,XtGR7cNA5yB64rKYg
prince's tunic,4800,1200,Purple,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLPrince4,8245,JnJLgoCcuLkPRMXhC
printed fleece sweater,1260,315,Green,Purple,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLFleece0,4680,kSS9mxjWJBT4ho222
printed fleece sweater,1260,315,Blue,Purple,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLFleece1,7850,r4xo3AA59z6v2x5F6
printed fleece sweater,1260,315,Beige,Orange,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLFleece2,7851,hMsRJSYM6EueyMAGX
printed fleece sweater,1260,315,Purple,Pink,1,640,Able Sisters,Winter,Yes,Active,Yes,For sale,TopsTexTopOuterLFleece3,7852,WokfdCbfHNSEx83jR
printed fleece sweater,1260,315,Green,Orange,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLFleece4,7853,KdZGYyFf9JWpavi9y
printed layered shirt,560,140,Black,Red,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredlogoa0,9821,GmPhjRTQxkr6PuYtu
printed layered shirt,560,140,Yellow,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredlogoa1,12161,g8qKk5oeR2qQ5vfGv
printed layered shirt,560,140,White,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredlogoa2,12162,2ZgWCAeGARCTMTSSd
printed-sleeve sweater,560,140,Orange,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLogoa0,9823,MYG3GrwMzwvegR84p
printed-sleeve sweater,560,140,White,Black,1,640,Able Sisters,All Year,Yes,Simple,Yes,For sale,TopsTexTopTshirtsLLogoa1,12163,rz9x8fuZBuCx4T7Do
printed-sleeve sweater,560,140,Black,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLogoa2,12164,CAwtngNsd6aRsrTwp
privét tee,640,160,Green,White,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHHellors0,12122,pTyc9x98jWbPy8WBn
puffy vest,1250,312,Blue,White,1,640,Able Sisters,Winter,Yes,Simple,Yes,For sale,TopsTexTopOuterLDownvest0,4277,iE5y8osXZPtraaA9p
puffy vest,1250,312,Brown,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLDownvest1,8322,acCfL5ou8ZvkaG4Pz
puffy vest,1250,312,Purple,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLDownvest2,8323,hZM2kzzxMrLg7gd79
puffy vest,1250,312,Green,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLDownvest3,8324,teMY2x5bJQntfv4z2
puffy vest,1250,312,Red,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLDownvest4,8325,kg2rSvEj8F3P9gyYF
puffy-sleeve blouse,800,200,Light blue,Light blue,1,640,Able Sisters,Summer,Yes,Simple,Yes,For sale,TopsTexTopPuffHFrill0,5349,JxtiDDsrLffETC83Q
puffy-sleeve blouse,800,200,Yellow,Yellow,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopPuffHFrill1,8526,ryshENMksoycHzAiG
puffy-sleeve blouse,800,200,Pink,Pink,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopPuffHFrill2,8527,GnJYgQ3TDe3n33kBD
puffy-sleeve blouse,800,200,Green,Green,1,640,Able Sisters,Summer,Yes,Simple,Yes,For sale,TopsTexTopPuffHFrill3,8528,x5rYHXLy5q3rB4vf4
pullover jacket,1680,420,Red,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopOuterLPullover0,4521,FAnCF2RFJr34wZj59
pullover jacket,1680,420,Light blue,Pink,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopOuterLPullover1,7607,RbduSJtePWj6jCMrd
pullover jacket,1680,420,Blue,Orange,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopOuterLPullover2,7608,7Xk25f79oTWwfjFZ3
pullover jacket,1680,420,Purple,Light blue,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopOuterLPullover3,7609,jfAd5fRH2fqmGwrnv
pullover jacket,1680,420,Red,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopOuterLPullover4,7610,rgRJPLBFKczpCCiQZ
quilted down jacket,1400,350,Blue,Black,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLQuilting0,4220,FXswKq8E4GffnxN82
quilted down jacket,1400,350,Gray,Black,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLQuilting1,9297,wgk8vTWEpzQa3rrWX
quilted down jacket,1400,350,Green,Black,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLQuilting2,9298,Tr27wbbbAucexEEyG
quilted down jacket,1400,350,Purple,Black,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLQuilting3,9299,sTdkwfPDrizD2K9Rn
quilted down jacket,1400,350,Yellow,Black,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLQuilting4,9300,rx9zZAm3PAfgtuczY
quilted jacket,1400,350,Pink,Blue,1,640,Able Sisters,Winter,Yes,Active,Yes,For sale,TopsTexTopYshirtsLQuilting0,4728,BhX6J9XDeorxoQ2dF
quilted jacket,1400,350,Brown,Blue,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopYshirtsLQuilting1,8330,SoQBPA72x39Meityz
quilted jacket,1400,350,Green,Blue,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopYshirtsLQuilting2,8331,w6SGTTRQdJPzNZ7fF
quilted jacket,1400,350,Blue,Blue,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopYshirtsLQuilting3,8332,oyrWXREpeJrB25aaH
quilted jacket,1400,350,Green,Blue,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopYshirtsLQuilting4,8333,v5nkmpJpmE2bLj9mW
rabbit tee,800,200,Light blue,White,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHRabbit0,8197,PT8QcLLpa8ftBfxee
raglan shirt,800,200,Red,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLRaglan0,2674,x7WP4mwXD9BAy48No
raglan shirt,800,200,Green,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLRaglan1,8396,EbirE6nmNqgjJduKg
raglan shirt,800,200,Blue,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLRaglan2,8397,QRR5h7PYB57vK9g2B
raglan shirt,800,200,Black,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLRaglan3,8398,xFaN5BgEqeKRRcna3
raglan shirt,800,200,White,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLRaglan4,8399,DDWgEMMgMw6G8uBeM
rainbow sweater,1200,300,Black,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLRainbow0,4595,hLvcnzrwTReaipEFc
rainbow sweater,1200,300,White,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLRainbow1,7644,d4esRA6k9CBecvYmo
rainbow sweater,1200,300,Red,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLRainbow2,7645,hRTxs8AeDocnTL5sg
rainbow sweater,1200,300,Green,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLRainbow3,7646,LQQKc9NhDjQ7YwrHE
rainbow sweater,1200,300,Light blue,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLRainbow4,7647,qLpKtbDSZJwZjff8R
raincoat,1280,320,Yellow,Yellow,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain0,3170,XQwkEbgETSTZdvWGB
raincoat,1280,320,Green,Green,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain1,8288,ZWMBkfAczJYF7uvYN
raincoat,1280,320,Blue,Blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain2,8289,82kBkGe6nyfei4697
raincoat,1280,320,Purple,Purple,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain3,8290,fLjFWwqCd2xaRGKSk
raincoat,1280,320,Pink,Pink,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain4,8291,q2AqLyDP6MGAuKyFM
raincoat,1280,320,Red,Red,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain5,8292,Fypf32oYkmFuBzLxH
raincoat,1280,320,Beige,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain6,8293,uSxTgfA4FhXs8BwQa
raincoat,1280,320,Black,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLRain7,8294,2ncxzYn6qRi89Cnik
reindeer sweater,1680,420,Green,Beige,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLReindeer0,4566,r2ynH6ZG64FZsm79j
reindeer sweater,1680,420,Brown,Beige,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLReindeer1,7740,G7g3z6ZZBKxyqkCN6
reindeer sweater,1680,420,Red,Beige,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLReindeer2,7741,ud9zeh9YZceNLCXJf
relay tank,960,240,Blue,Yellow,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden0,3246,uwrmK8p7WrNRc5EED
relay tank,960,240,Light blue,Purple,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden1,9372,pMFNgTqmDGxyQtzhM
relay tank,960,240,Purple,Pink,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden2,9373,TiTKyEWugTTQ7Z8j8
relay tank,960,240,Black,Gray,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden3,9374,v29wqw6HwiAzkBsoq
relay tank,960,240,Orange,Light blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden4,9375,F4znKpJoSx8s9ynTA
relay tank,960,240,Green,Green,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden5,9376,Z8tRWq3DuLWifSGmC
relay tank,960,240,Red,Gray,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden6,9377,BNAKhBuTdJTdup2zP
relay tank,960,240,White,Purple,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNEkiden7,9378,xfamFbFeM2dw2rfBQ
retro coat,2380,595,Green,Black,1,640,Able Sisters,Winter,No,Elegant,Yes,For sale,TopsTexTopCoatLRetro0,4469,dj2qLTZT6wEumHEeR
retro coat,2380,595,Brown,Black,1,640,Able Sisters,Winter,No,Elegant,Yes,For sale,TopsTexTopCoatLRetro1,8452,KnjcixsBMNhiEXm6P
retro coat,2380,595,Red,Black,1,640,Able Sisters,Winter,Yes,Elegant,Yes,For sale,TopsTexTopCoatLRetro2,8453,e6BmpCZ237aHmf5Fd
retro coat,2380,595,Blue,Black,1,640,Able Sisters,Winter,No,Elegant,Yes,For sale,TopsTexTopCoatLRetro3,8454,R5JmY3ijiovX6anrP
retro sweater,1200,300,Purple,Colorful,1,640,Able Sisters,Winter,Yes,Cute,Yes,For sale,TopsTexTopOuterLHighsence0,4575,dEvz6cPYicrEfAXRp
retro sweater,1200,300,Yellow,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLHighsence1,7854,56SLh3Xe9JMidqdew
retro sweater,1200,300,White,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLHighsence2,7855,PJhoKmc4usG4bBR4X
retro sweater,1200,300,Blue,Colorful,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopOuterLHighsence3,7856,7epkKiAnKHdHgr39G
ribbon-straps tank,960,240,White,Black,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopYshirtsNRibnoncami0,4675,iNWYiaxuohmShGign
ribbon-straps tank,960,240,White,Pink,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopYshirtsNRibnoncami1,8088,6cZx72i5ZeDj4wAF2
ribbon-straps tank,960,240,White,Blue,1,640,Able Sisters,Summer,Yes,Cute,Yes,For sale,TopsTexTopYshirtsNRibnoncami2,8089,Ky8Ksi9wwdszaNCSf
royal shirt,6720,1680,Red,White,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKingRed,3283,CmME8czfwb5XrQKhi
rubber apron,840,210,Black,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopCoatHRubberapron0,3212,E9HPHSqmYstfvcib9
rubber apron,840,210,White,Light blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopCoatHRubberapron1,9594,N8rMhK7eNr8K3mQfB
safety vest,1200,300,Black,Yellow,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsHTraffic0,4435,JLcSnZ8EXeZxDyjf8
safety vest,1200,300,Orange,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsHTraffic1,9476,RBPJCNpDF2mnPyTmE
sailor-style shirt,1050,262,Blue,White,1,640,Able Sisters,All Year,Yes,Simple,Yes,For sale,TopsTexTopTshirtsLSailor0,5621,3gHiJGwSpgbGn3aRx
sailor-style shirt,1050,262,Light blue,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLSailor1,7567,Ba3xPx4BWyESEwdxL
sailor-style shirt,1050,262,White,Blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLSailor2,7568,DKJPCfjQ4yhkkjSu8
