num,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties+,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength+,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
102,149,0,84,76,77,83,82,76,82,77,76,78,76,80,78,71,66,86,78,76,85,85,84,82,78,78,81,85,81,80,58,75,81,75,77,92,78,83,0,3,4,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
103,149,0,84,91,79,78,86,53,73,90,91,83,78,83,79,72,78,80,80,79,78,74,81,87,88,79,84,85,80,55,74,47,54,38,83,86,65,76,0,4,4,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
104,149,0,84,90,80,75,87,39,75,91,90,83,80,84,81,81,63,77,76,58,76,71,77,89,88,77,83,87,82,28,64,35,42,34,80,87,69,74,0,4,4,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
105,149,0,84,80,77,84,83,78,81,83,78,83,72,81,84,77,70,79,87,82,85,81,88,83,80,84,83,86,78,80,65,79,80,79,82,85,78,81,0,4,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
106,149,0,84,84,85,69,79,34,81,81,86,85,88,89,78,67,84,72,48,58,80,70,63,81,74,72,80,79,83,25,86,32,28,23,95,75,86,74,0,4,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
107,149,0,84,93,62,75,86,75,69,96,91,81,67,62,53,51,43,74,84,47,78,64,77,86,91,90,84,84,80,78,52,78,78,77,73,85,58,77,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
108,149,0,84,67,77,85,84,76,68,68,66,81,77,78,80,66,60,86,83,80,86,88,84,84,76,85,82,87,84,77,51,79,81,76,65,78,65,65,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
109,149,0,84,76,76,82,88,53,73,78,75,80,76,76,79,72,58,84,82,74,84,80,83,89,84,85,82,90,88,49,48,58,54,48,70,83,71,65,0,3,4,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
110,149,0,84,69,86,71,80,39,79,66,71,89,89,87,81,81,85,75,56,67,81,66,72,80,67,77,85,84,87,29,83,42,29,34,87,71,85,73,0,4,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
111,149,0,84,90,83,67,80,36,91,88,92,83,86,85,78,74,81,77,61,59,73,52,70,80,77,77,84,82,82,28,81,34,34,16,95,93,91,87,0,5,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
112,149,0,84,91,76,80,80,75,78,89,93,78,75,82,75,74,64,78,84,77,82,73,77,79,81,77,82,82,83,78,68,75,76,76,82,92,72,76,0,4,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
113,149,0,84,85,80,69,87,40,82,38,44,9,11,52,14,9,20,53,11,15,30,33,11,10,43,39,82,20,45,18,11,10,10,13,60,34,55,31,0,3,1,0,0,0,0,34,0,0,0,0,0,85,80,69,82,87
114,149,0,84,76,48,64,67,85,84,66,85,50,43,67,38,48,50,65,50,39,73,69,53,70,43,33,85,72,82,84,82,86,85,83,82,74,90,84,0,4,3,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
115,149,0,84,83,81,78,86,44,75,82,83,83,82,85,77,75,75,80,78,64,83,71,77,85,86,90,85,86,83,35,78,42,42,38,86,79,72,75,0,4,4,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
116,149,0,84,71,59,78,79,85,81,74,68,62,52,73,64,56,55,76,75,55,83,83,77,76,77,82,84,81,87,85,75,86,87,84,84,75,79,91,0,4,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
117,149,0,84,83,78,82,86,35,83,33,39,18,6,62,9,8,14,67,13,10,50,55,10,18,42,35,83,30,44,18,11,19,13,11,61,28,63,23,0,2,1,0,0,0,0,24,0,0,0,0,0,83,78,82,83,86
118,149,0,84,89,64,76,76,81,85,88,89,77,63,69,64,50,49,75,77,45,80,77,72,75,80,79,81,76,77,81,72,80,83,82,90,89,84,81,0,5,4,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
119,149,0,84,81,81,81,86,60,67,82,81,83,84,80,79,70,75,82,80,80,83,79,82,87,88,90,81,86,82,60,65,62,60,50,77,75,67,55,0,3,5,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
120,149,0,84,73,77,82,87,50,57,78,69,82,77,79,78,80,66,85,78,75,86,79,75,87,86,87,86,87,82,57,43,50,50,44,60,66,54,51,0,4,4,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
121,149,0,84,69,76,79,82,82,73,71,68,79,73,81,79,63,72,82,70,54,85,84,73,82,78,79,84,83,83,86,67,80,86,80,73,78,67,84,0,4,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
122,149,0,84,75,67,75,75,86,81,74,76,68,60,80,70,81,51,69,76,51,80,79,67,73,71,70,86,78,80,86,84,85,87,84,88,84,80,78,0,3,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
123,149,0,84,84,79,80,86,42,86,40,46,11,13,60,11,15,24,35,12,17,36,29,14,19,70,40,79,26,55,20,13,14,17,18,68,42,73,34,0,4,1,0,0,0,0,29,0,0,0,0,0,84,79,80,86,86
124,149,0,84,68,46,59,66,85,81,67,68,43,48,51,36,52,40,50,42,38,75,64,54,60,67,64,85,69,82,86,82,85,86,85,86,71,83,89,0,2,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
125,149,0,84,76,84,81,82,75,79,78,74,86,81,88,87,84,80,82,77,78,84,82,77,81,78,78,86,84,84,81,60,76,78,70,72,85,76,79,0,4,3,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
126,149,0,84,38,74,77,69,82,82,35,40,71,69,82,78,77,66,77,68,70,83,81,75,68,48,51,83,77,79,82,80,81,84,83,75,73,84,91,0,3,2,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
127,149,0,84,84,80,79,87,52,84,54,49,13,6,59,5,7,13,69,11,10,58,55,14,22,56,38,82,44,63,15,11,23,11,13,67,38,60,35,0,4,1,0,0,0,0,27,0,0,0,0,0,84,80,79,84,87
128,149,0,84,78,84,69,79,29,83,76,79,87,86,84,83,79,80,70,57,89,75,60,78,80,63,53,86,84,81,24,83,19,26,24,92,77,87,78,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
129,149,0,84,89,64,77,78,79,81,84,93,68,51,87,69,57,63,69,77,71,81,80,76,78,66,69,85,82,75,78,72,75,85,83,87,81,80,84,0,2,3,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
130,149,0,84,73,35,77,78,83,80,70,75,59,30,53,27,23,24,76,77,20,84,82,64,78,68,61,84,83,83,84,78,83,84,82,83,83,78,81,0,4,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
131,222,0,83,74,74,82,82,80,84,75,74,80,66,83,81,67,76,82,85,75,82,77,88,81,82,90,84,82,86,81,61,81,84,83,79,90,82,83,0,3,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
132,222,0,83,54,77,76,73,83,83,59,50,68,74,84,85,70,62,73,71,76,80,78,78,74,63,59,83,76,75,84,74,85,86,79,80,77,84,91,0,4,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
133,222,0,83,77,73,82,85,78,75,81,74,75,67,85,74,64,72,80,78,75,85,83,79,84,86,89,83,85,87,81,62,79,82,77,77,78,69,86,0,3,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
134,222,0,83,79,81,78,85,36,70,80,79,84,83,80,80,78,76,78,76,75,80,76,79,84,92,86,84,84,78,25,62,42,30,30,73,76,61,85,0,3,4,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
135,222,0,83,80,67,81,84,78,80,81,80,73,64,73,70,59,62,83,77,59,86,84,72,84,82,81,82,86,84,82,64,76,82,81,82,84,79,79,0,3,4,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
136,222,0,83,88,81,80,85,59,67,87,88,80,81,84,82,74,79,80,82,80,80,74,86,88,86,70,80,84,84,57,56,54,64,61,74,76,63,65,0,4,4,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
137,222,0,83,67,32,68,71,85,76,56,76,32,36,37,20,25,36,62,51,39,83,79,41,67,61,61,84,79,79,86,80,86,86,84,80,73,78,75,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
138,222,0,83,62,41,65,69,85,75,63,61,31,25,65,60,27,41,70,49,36,75,71,45,66,60,60,83,74,85,87,79,86,85,81,82,67,78,78,0,3,2,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
139,222,0,83,76,80,85,88,48,66,78,74,80,76,82,86,78,83,87,81,88,86,81,92,89,88,74,77,90,89,42,53,41,55,52,69,69,61,72,0,2,5,0,0,0,0,36,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
140,222,0,83,95,75,74,86,43,53,95,95,79,80,74,72,67,48,77,76,56,76,72,72,87,92,93,80,83,77,48,41,48,35,46,57,82,34,62,0,3,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
141,222,0,83,82,82,63,77,36,80,80,84,85,86,83,77,77,73,56,51,56,77,58,63,79,67,39,82,82,75,33,90,27,31,27,93,83,79,76,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
142,222,0,83,93,77,77,86,50,54,94,93,83,79,77,77,68,59,83,78,56,77,76,81,86,90,88,84,85,81,58,49,52,47,39,62,84,40,47,0,3,4,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
143,222,0,83,82,83,78,83,48,75,84,81,82,83,86,83,77,68,80,83,76,79,70,78,86,75,67,81,85,83,45,81,46,48,31,91,76,78,63,0,4,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
144,222,0,83,71,46,58,61,85,82,70,71,25,37,73,48,34,40,46,47,44,71,68,37,55,56,57,78,66,75,84,82,87,85,85,88,71,85,87,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
145,222,0,83,45,84,74,75,42,81,42,48,89,87,88,71,86,88,78,64,65,83,64,73,73,55,53,86,86,86,42,89,37,37,20,84,61,93,76,0,3,3,0,0,0,0,37,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
146,222,0,83,70,80,80,81,80,85,73,68,79,79,85,84,71,60,82,75,73,83,82,76,82,74,73,85,81,83,84,86,74,83,76,86,78,89,83,0,4,3,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
147,222,0,83,79,69,74,78,83,83,80,79,67,64,81,72,60,61,68,72,59,80,76,74,79,68,67,84,81,81,82,78,83,84,84,90,79,83,86,0,4,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
148,222,0,83,77,81,80,82,49,72,74,79,86,83,79,78,80,83,82,75,53,84,80,84,84,75,54,84,86,84,43,83,45,47,41,86,77,75,56,0,4,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
149,222,0,83,74,54,72,71,84,78,70,78,66,53,62,51,46,42,71,78,39,78,66,59,65,69,69,85,77,80,83,82,85,85,84,85,66,78,90,0,2,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
150,222,0,83,68,83,71,76,40,75,66,69,87,86,85,72,82,81,81,51,52,79,69,75,72,68,71,84,81,86,29,90,40,37,20,87,71,79,65,0,4,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
151,222,0,83,76,33,57,63,85,83,74,78,48,23,51,37,24,30,57,35,23,75,64,36,57,65,65,82,68,66,85,81,84,87,85,84,76,86,84,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
152,222,0,83,75,34,59,68,83,84,69,80,37,29,45,31,28,41,57,38,27,76,70,32,69,55,34,81,74,78,82,81,82,85,81,83,71,90,83,0,3,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
153,222,0,83,66,78,83,78,75,78,64,67,80,75,82,83,69,85,84,79,77,86,85,74,76,66,70,84,84,81,78,73,76,74,73,77,87,75,72,0,2,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
154,222,0,83,69,67,82,87,71,70,75,64,75,58,78,76,76,59,82,73,70,89,84,78,87,86,84,84,88,84,76,42,73,75,68,63,75,66,77,0,4,4,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
155,222,0,83,80,69,77,77,82,78,82,79,73,69,74,68,60,54,76,78,47,81,78,70,75,76,77,84,78,79,87,67,86,81,79,80,81,71,89,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
156,222,0,83,55,50,74,70,85,76,50,59,54,45,68,47,40,44,68,58,69,86,81,61,64,57,54,83,82,84,86,82,83,87,84,81,68,82,72,0,3,2,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
157,222,0,83,62,26,54,60,84,79,58,66,21,19,40,22,38,34,32,35,25,80,67,34,52,41,51,83,74,73,83,85,84,86,82,86,70,86,73,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
158,222,0,83,89,79,78,80,79,81,87,91,79,80,84,79,66,65,79,76,63,81,80,75,81,83,68,81,80,79,83,67,79,82,74,84,91,77,80,0,4,3,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
159,222,0,83,64,70,80,78,79,80,61,67,68,62,79,82,70,60,82,73,64,85,83,73,79,65,60,80,83,82,78,68,80,83,75,74,90,76,77,0,4,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
160,222,0,83,89,81,74,85,35,72,93,86,84,84,86,72,81,74,75,74,61,79,64,76,86,87,86,82,85,79,31,67,29,33,35,84,77,72,65,0,4,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
161,222,0,83,89,78,75,85,46,72,91,88,82,82,77,73,78,62,79,77,68,78,65,74,87,87,81,82,84,79,39,72,44,44,43,82,82,63,80,0,3,4,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
162,222,0,83,78,79,82,84,72,77,80,77,80,78,84,77,79,72,85,79,69,85,82,83,83,85,83,83,86,85,75,68,71,72,70,79,85,72,79,0,5,4,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
163,222,0,83,82,81,73,80,31,79,81,83,87,82,83,76,82,75,77,72,52,77,63,78,80,74,63,84,83,79,26,87,37,14,20,94,79,81,69,0,4,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
164,222,0,83,77,85,77,81,46,72,77,77,84,88,82,81,81,85,78,77,62,79,75,77,83,77,72,82,82,80,42,82,44,41,41,87,77,73,61,0,4,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
165,222,0,83,83,75,87,86,61,79,62,60,11,12,65,17,13,27,68,15,17,57,58,30,26,66,53,83,40,65,15,20,12,18,14,79,40,78,38,0,3,1,0,0,0,0,28,0,0,0,0,0,83,75,87,79,86
166,222,0,83,58,36,56,56,85,78,50,65,42,38,37,29,31,41,44,39,32,74,68,28,52,48,52,82,59,72,83,85,86,86,81,90,58,85,83,0,3,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
167,222,0,83,76,66,78,85,68,70,77,75,81,71,56,70,49,51,83,69,47,84,82,74,86,86,90,86,85,74,79,42,59,78,72,62,84,58,85,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
168,222,0,83,52,80,88,78,74,69,53,51,77,78,80,85,72,86,90,86,90,89,87,88,77,60,74,75,85,85,79,63,76,74,73,67,71,70,65,0,4,3,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
169,222,0,83,79,78,83,83,74,78,79,79,80,78,79,77,74,80,87,74,79,88,83,74,80,79,82,85,87,84,72,74,73,77,73,83,87,74,74,0,4,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
170,222,0,83,78,82,84,84,63,68,80,76,85,84,78,83,79,82,85,83,81,85,80,82,84,85,87,84,84,85,71,59,63,65,48,72,84,62,64,0,4,4,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
171,222,0,83,83,78,88,87,53,80,57,47,18,19,66,13,20,48,69,17,16,59,61,18,15,57,55,77,42,65,24,18,21,20,12,75,42,72,45,0,4,1,0,0,0,0,30,0,0,0,0,0,83,78,88,80,87
172,222,0,83,82,82,75,85,49,82,50,47,13,14,56,15,14,22,50,11,12,42,52,13,15,36,42,80,25,63,23,11,19,15,14,71,37,75,36,0,3,1,0,0,0,0,32,0,0,0,0,0,82,82,75,82,85
173,222,0,83,82,73,80,81,78,77,80,84,81,68,83,75,64,66,80,84,78,80,77,83,82,80,71,81,83,79,78,69,77,81,77,79,91,71,75,0,3,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
174,222,0,83,84,79,80,85,42,84,44,40,16,17,60,20,14,22,63,21,13,61,56,13,16,38,44,75,22,68,22,23,22,22,21,65,28,56,27,0,2,1,0,0,0,0,30,0,0,0,0,0,84,79,80,84,85
175,222,0,83,88,82,78,86,37,63,91,85,80,84,81,79,74,80,79,78,75,80,70,83,85,90,86,84,86,83,33,50,38,32,48,69,76,54,70,0,5,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
176,222,0,83,82,81,86,82,57,81,64,46,15,19,65,14,20,26,68,12,15,62,67,18,19,68,45,80,43,68,11,20,28,14,13,62,31,38,29,0,3,1,0,0,0,0,28,0,0,0,0,0,82,81,86,81,82
177,222,0,83,69,72,84,79,77,78,70,68,76,69,82,75,57,67,85,85,77,85,83,84,77,70,81,82,83,84,82,61,78,81,70,74,85,75,78,0,4,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
178,222,0,83,51,58,72,70,85,80,55,47,68,43,80,69,47,53,73,59,62,82,75,55,72,47,45,80,76,71,86,74,86,88,85,77,76,80,84,0,4,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
179,222,0,83,64,40,56,69,85,79,65,64,31,30,63,46,28,34,45,36,24,75,69,35,68,52,54,82,75,77,85,81,86,86,86,86,68,83,82,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
180,222,0,83,81,77,80,86,61,71,86,77,77,78,78,80,62,61,85,74,65,84,79,82,85,90,87,84,86,81,65,60,60,62,56,69,83,63,76,0,3,4,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
181,222,0,83,66,78,85,80,75,76,69,64,76,74,79,84,77,83,86,82,83,87,84,89,79,74,75,79,85,84,77,62,76,79,72,74,80,74,77,0,2,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
182,222,0,83,64,79,85,81,43,78,65,63,85,80,77,77,80,76,88,83,79,85,83,85,81,72,82,82,84,86,41,66,51,34,26,76,84,80,67,0,3,4,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
183,222,0,83,75,54,68,70,85,79,73,76,34,57,74,30,33,77,72,39,32,82,82,54,66,66,64,81,74,78,85,83,84,88,78,83,69,83,78,0,4,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
184,222,0,83,89,58,76,82,78,76,91,88,77,45,80,63,54,45,72,81,59,79,72,73,81,82,84,81,82,80,78,72,77,79,80,86,81,73,74,0,4,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
185,222,0,83,87,81,77,82,50,84,84,89,80,83,84,78,77,70,80,78,58,80,70,74,86,78,66,85,80,77,50,80,44,49,42,94,83,88,71,0,4,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
186,222,0,83,84,40,60,68,85,80,81,87,37,33,56,45,32,27,48,53,40,75,65,38,61,74,71,84,70,81,84,83,84,87,81,92,71,81,88,0,4,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
187,222,0,83,76,69,78,81,81,81,80,73,69,65,80,71,65,48,79,71,72,83,77,70,78,87,90,84,81,84,83,59,85,82,81,76,92,73,88,0,3,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
188,222,0,83,67,65,85,78,81,72,71,64,77,54,81,71,58,66,84,90,87,82,84,87,76,66,79,83,83,81,81,79,79,83,80,79,85,64,75,0,4,3,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
189,222,0,83,82,81,80,85,30,61,87,77,83,83,81,79,78,75,81,79,69,82,77,83,84,92,85,80,84,84,18,65,30,31,18,75,76,57,47,0,5,4,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
190,222,0,83,85,80,81,82,46,62,85,85,82,82,78,77,72,81,82,83,76,82,77,81,83,83,72,80,83,80,39,45,60,39,37,64,77,53,63,0,4,4,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
191,222,0,83,87,77,75,88,57,66,90,85,79,79,78,76,74,61,77,75,51,78,76,70,88,93,87,83,87,83,58,66,55,58,52,79,75,63,61,0,4,4,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
192,222,0,83,73,82,64,78,35,88,75,71,86,85,88,69,79,75,70,47,62,74,57,55,80,67,59,78,81,82,20,87,44,24,22,95,78,95,80,0,4,3,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
193,322,0,82,66,74,82,83,59,59,68,65,79,74,72,76,66,74,84,78,76,84,80,85,84,79,84,78,85,81,61,55,58,62,51,63,67,55,57,0,4,4,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
194,322,0,82,76,72,76,82,81,89,70,81,80,74,84,61,60,61,83,71,38,83,78,58,84,68,66,85,85,83,84,82,79,83,76,90,88,90,89,0,3,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
195,322,0,82,87,74,75,85,62,62,86,87,81,78,68,72,69,65,80,75,53,78,72,67,86,91,80,82,86,73,74,42,70,57,48,62,89,52,55,0,2,4,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
196,322,0,82,84,83,72,78,35,63,80,87,88,85,82,79,80,81,71,72,76,74,64,80,78,70,67,83,82,79,44,76,20,29,36,83,62,70,43,0,4,4,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
197,322,0,82,90,78,77,86,38,62,93,87,81,79,79,77,73,71,82,77,79,78,65,79,88,91,88,80,85,75,28,57,45,34,29,76,68,61,55,0,2,4,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
198,322,0,82,81,80,78,83,39,79,37,41,10,11,59,13,11,22,44,14,11,34,30,12,19,45,43,82,17,52,21,16,15,18,14,66,39,69,32,0,2,1,0,0,0,0,34,0,0,0,0,0,81,80,78,79,83
199,322,0,82,73,83,66,80,38,82,70,75,84,82,91,79,79,75,74,48,58,75,60,70,84,68,60,78,82,78,33,78,38,31,26,88,67,90,79,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
200,322,0,82,60,37,63,65,83,83,49,69,45,24,65,37,27,37,59,43,28,78,76,47,63,51,34,81,74,77,82,81,84,83,82,83,70,90,84,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
201,322,0,82,77,81,76,81,46,70,79,76,82,84,80,78,73,72,77,79,70,78,68,75,81,79,81,83,82,80,37,82,49,41,37,85,83,66,62,0,3,4,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
202,322,0,82,66,74,79,80,80,80,68,65,65,69,80,84,65,69,79,73,74,82,81,79,78,79,84,75,82,82,81,70,77,84,82,75,93,71,85,0,4,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
203,322,0,82,75,63,75,78,79,78,77,73,62,57,71,71,55,55,77,58,55,84,82,65,76,76,79,80,82,80,82,60,80,82,80,76,84,72,84,0,3,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
204,322,0,82,77,78,74,76,82,86,67,86,72,74,85,80,73,81,74,64,64,81,74,77,75,69,74,79,78,83,80,82,79,85,85,88,80,86,91,0,4,3,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
